fund_symbol,fund_extended_name,fund_family,inception_date,category,investment_strategy,investment_type,size_type,currency,fund_net_annual_expense_ratio,category_net_annual_expense_ratio,asset_stocks,asset_bonds,price_earnings_ratio,price_book_ratio,price_sales_ratio,price_cashflow_ratio,sector_basic_materials,sector_consumer_cyclical,sector_financial_services,sector_real_estate,sector_consumer_defensive,sector_healthcare,sector_utilities,sector_communication_services,sector_energy,sector_industrials,sector_technology,credit_us_government,credit_aaa,credit_aa,credit_a,credit_bbb,credit_bb,credit_b,credit_below_b,credit_other_ratings,net_asset_value,fund_yield,top10_holdings,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,years_up,years_down,fund_alpha_3years,category_alpha_3years,fund_alpha_5years,category_alpha_5years,fund_alpha_10years,category_alpha_10years,fund_beta_3years,category_beta_3years,fund_beta_5years,category_beta_5years,fund_beta_10years,category_beta_10years,fund_mean_annual_return_3years,category_mean_annual_return_3years,fund_mean_annual_return_5years,category_mean_annual_return_5years,fund_mean_annual_return_10years,category_mean_annual_return_10years,fund_r_squared_3years,category_r_squared_3years,fund_r_squared_5years,category_r_squared_5years,fund_r_squared_10years,category_r_squared_10years,fund_standard_deviation_3years,category_standard_deviation_3years,fund_standard_deviation_5years,category_standard_deviation_5years,fund_standard_deviation_10years,category_standard_deviation_10years,fund_sharpe_ratio_3years,category_sharpe_ratio_3years,fund_sharpe_ratio_5years,category_sharpe_ratio_5years,fund_sharpe_ratio_10years,category_sharpe_ratio_10years,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
SMIN,iShares MSCI India Small-Cap ETF,iShares,2012/2/8,India Equity,The investment seeks to track the investment results of the MSCI India Small Cap Index. The fund generally will collectively invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure the performance of equity securities of small-capitalization companies in the Indian securities market.,Growth,Medium,USD,0.76,0.84,99.81,0,22.06,2.38,1.25,11.09,14.09,15.01,17.3,3.27,4.05,15.93,4.66,3.99,1.22,13.53,6.95,,,,,,,,,,192240000,2.31,"Apollo Hospitals Enterprise Ltd: 2.92, Crompton Greaves Consumer Electricals Ltd: 2.14, PI Industries Ltd: 1.85, Balkrishna Industries Ltd: 1.79, Mphasis Ltd: 1.76, Ashok Leyland Ltd: 1.41, Max Financial Services Ltd: 1.41, Atul Ltd: 1.33, Laurus Labs Ltd: 1.28, Natco Pharma Ltd: 1.22",-1.45,9.4,-2.54,1.63,11.64,3.35,0.27,9.02,-9.25,12.72,2.42,3,,,-5.17,,-25.43,,61.78,,-0.42,,2.02,-5.75,56.27,34.31,-15.5,-11.54,,,,,,,3,4,-4.88,14.89,0.83,0.73,0,,1.11,0.94,1.21,1.35,0,,-0.32,1.18,0.57,0.56,0,,34.18,29.6,37.5,43.43,0,,30.91,21.68,27.97,27.86,0,,-0.17,0.64,0.2,0.25,0,,-9.21,13.31,1.25,2.47,0,
SMLF,iShares MSCI USA Small-Cap Multifactor ETF,iShares,2015/4/28,Small Blend,"The investment seeks to track the investment results of the MSCI USA Small Cap Diversified Multiple-Factor Index. The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is designed to select equity securities from the MSCI USA Small Cap Index (the ""parent index"") that have high exposure to four investment style factors: value, quality, momentum and low size, while maintaining a level of risk similar to that of the parent index.",Blend,Small,USD,0.3,0.4,99.63,0,15.91,1.69,0.92,8.03,3.8,9.14,12.44,6.96,3.77,22.77,3.01,2.31,1.36,15.76,18.68,,,,,,,,,,535540000,1.46,"Horizon Therapeutics PLC: 1.88, Quidel Corp: 1.57, Boston Beer Co Inc Class A: 1.45, Amedisys Inc: 1.30, Chemed Corp: 1.14, Reliance Steel & Aluminum Co: 1.13, Deckers Outdoor Corp: 1.10, LHC Group Inc: 1.01, Inphi Corp: 0.99, Tandem Diabetes Care Inc: 0.96",-10.7,6.65,1.8,-4.12,1.91,-2.26,-5.92,3.71,0.53,4.58,6.25,12.14,,6.1,21.83,,-8.17,,12.06,,22.5,,,,,,,,,,,,,,3,1,-9.86,-4.11,-5.91,-2.26,0,-1.12,1.13,1.06,1.14,1.1,0,1.21,0.25,0.46,0.65,1.04,0,0.67,85.09,63.81,80,69.4,0,82.9,21.94,14.26,18.65,13.72,0,20.3,0.06,0.38,0.36,0.9,0,0.36,-0.94,4.28,4.43,10.96,0,4.39
SMLV,SPDR SSGA US Small Cap Low Volatility Index ETF,SPDR State Street Global Advisors,2013/2/20,Small Blend,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the SSGA US Small Cap Low Volatility Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of the stocks of U.S. small capitalization companies that exhibit low volatility. Volatility is a statistical measurement of the magnitude of movements in a stock's price over time. The fund is non-diversified.",Value,Small,USD,0.12,0.4,99.77,0,15.54,1.16,1.13,7.52,3.22,13.38,25.26,20.96,3.03,8.76,1.83,2.62,1.74,10.71,8.49,,,,,,,,,,186960000,2.71,"Ellington Financial Inc: 1.17, TPG RE Finance Trust Inc: 1.09, Granite Point Mortgage Trust Inc: 0.93, KKR Real Estate Finance Trust Inc: 0.89, White Mountains Insurance Group Ltd: 0.82, Apollo Commercial Real Estate Finance Inc: 0.80, Apple Hospitality REIT Inc: 0.73, Brinker International Inc: 0.70, Ares Commercial Real Estate Corp: 0.67, PennyMac Mortgage Investment Trust: 0.63",-21.8,6.65,1.4,-4.12,0.51,-2.26,-19.1,3.71,-2.87,4.58,4.1,12.14,,6.1,23.84,,-6.02,,5.22,,30.65,,-1.86,-5.45,12.58,5.86,,,,,,,,,4,2,-12.21,-4.11,-6.89,-2.26,0,-1.12,1.02,1.06,1.04,1.1,0,1.21,-0.04,0.46,0.48,1.04,0,0.67,75.98,63.81,69.23,69.4,0,82.9,20.89,14.26,18.3,13.72,0,20.3,-0.1,0.38,0.25,0.9,0,0.36,-4.29,4.28,2.79,10.96,0,4.39
SMMD,iShares Russell 2500 ETF,iShares,2017/7/6,,"The investment seeks to track the investment results of the Russell 2500TM Index. The fund generally will invest at least 90% of its assets in the component securities, including indirect investments through the underlying fund, of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index measures the performance of the small- to mid-capitalization sector of the U.S. equity market, as defined by FTSE Russell.",Blend,Small,USD,0.15,,99.58,0,19.11,1.98,1.09,8.84,4.16,13.27,13.22,8.68,4.11,16.05,2.93,3.16,1.86,15.28,17.27,,,,,,,,,,111740000,1.54,"BlackRock Cash Funds Treasury SL Agency: 0.40, Horizon Therapeutics PLC: 0.33, Catalent Inc: 0.32, Etsy Inc: 0.32, PerkinElmer Inc: 0.32, Teradyne Inc: 0.32, Monolithic Power Systems Inc: 0.31, Black Knight Inc A: 0.30, NVR Inc: 0.30, Pool Corp: 0.30",-4.39,,1.5,,3.44,,1.86,,4.48,,,,,,27.7,,-9.99,,,,,,,,,,,,,,,,,,1,1,-6.26,,,,,,1.18,,,,,,0.59,,,,,,88.22,,,,,,22.52,,,,,,0.24,,,,,,2.55,,,,,
SMMV,iShares MSCI USA Small-Cap Min Vol Factor ETF,iShares,2016/9/7,Small Blend,"The investment seeks to track the investment results of the MSCI USA Small Cap Minimum Volatility (USD) Index. The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The index has been developed by MSCI Inc. (the ""index provider"" or ""MSCI"") to measure the performance of small-capitalization U.S. equities that in the aggregate have lower volatility characteristics relative to the small-capitalization U.S. equity market. The manager uses a ""passive"" or indexing approach to try to achieve the fund's investment objective.",Blend,Small,USD,0.2,0.4,99.26,0,20.34,1.99,1.48,11.37,4.69,9.23,11.96,12.79,9.45,16.32,6.28,5.84,0.79,11.33,11.3,,,,,,,,,,813260000,1.9,"Pool Corp: 1.68, Flowers Foods Inc: 1.48, Life Storage Inc: 1.48, CubeSmart: 1.46, Wright Medical Group NV: 1.33, American Homes 4 Rent Class A: 1.29, Royal Gold Inc: 1.26, Idacorp Inc: 1.20, Equity Commonwealth: 1.09, Lancaster Colony Corp: 1.08",-15.86,6.65,0.99,-4.12,-1.05,-2.26,-13.15,3.71,2.79,4.58,,12.14,,6.1,24.49,,1.48,,13.95,,,,,,,,,,,,,,,,3,0,-5.77,-4.11,0,-2.26,0,-1.12,0.85,1.06,0,1.1,0,1.21,0.35,0.46,0,1.04,0,0.67,78.55,63.81,0,69.4,0,82.9,17.12,14.26,0,13.72,0,20.3,0.16,0.38,0,0.9,0,0.36,1.37,4.28,0,10.96,0,4.39
SMOG,VanEck Vectors Low Carbon Energy ETF,VanEck,2007/5/3,Miscellaneous Sector,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the Ardour Global IndexSM (Extra Liquid). The fund normally invests at least 80% of its total assets in stocks of low carbon energy companies. Such companies may include small- and medium-capitalization companies and foreign issuers. Low carbon energy companies refers to companies primarily engaged in alternative energy, including renewable energy, alternative fuels and related enabling technologies (such as advanced batteries). It is non-diversified.",Growth,Medium,USD,0.62,0.67,99.65,0,38.17,4.37,3.35,16.94,0,15.22,0,0,0,0,18.7,0,0.63,30.97,34.47,,,,,,,,,,165240000,0,"Orsted A/S: 9.12, Vestas Wind Systems A/S: 9.01, Tesla Inc: 8.25, Microchip Technology Inc: 8.24, Eaton Corp PLC: 8.11, NIO Inc ADR: 6.92, SolarEdge Technologies Inc: 5.98, Enphase Energy Inc: 4.58, NIBE Industrier AB B: 3.69, Universal Display Corp: 3.66",52.18,,4.93,,24.44,,74.53,,23.16,,18.03,,7.79,,37.39,,-9.02,,21.89,,-5.25,,1.45,,-3.04,-2.79,69.72,39.79,3.08,25.42,-43.69,-2.66,-19.46,2.13,6,6,15.91,,7.84,,-1.02,,1.36,,1.31,,1.32,,2.05,,1.59,,0.85,,75.98,,72.33,,63.11,,26.34,,21.76,,22.92,,0.87,,0.82,,0.42,,16.09,,12.9,,5.4,
SNSR,Global X Internet of Things ETF,Global X Funds,2016/9/12,Technology,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Indxx Global Internet of Things Thematic Index. The fund invests at least 80% of its total assets in the securities of the underlying index. The underlying index is designed to provide exposure to exchange-listed companies in developed markets that facilitate the Internet of Things industry, including companies involved in wearable technology, home automation, connected automotive technology, sensors, networking infrastructureu002Fsoftware, smart metering and energy control devices. The fund is non-diversified.",Blend,Medium,USD,0.68,0.53,99.82,0,27.39,3.51,2.34,13.43,0,0,0,0,0,4.44,0,1.32,0,24.13,70.11,,,,,,,,,,243350000,0.72,"STMicroelectronics NV: 6.44, Skyworks Solutions Inc: 6.24, Garmin Ltd: 6.01, Advantech Co Ltd: 5.96, Sensata Technologies Holding PLC: 5.27, ams AG: 4.51, DexCom Inc: 4.43, ADT Inc: 3.84, Silicon Laboratories Inc: 3.41, Xiaomi Corp Ordinary Shares - Class B: 3.29",10.02,11.18,-0.95,-2.88,1.17,3.1,21.49,10.77,10.39,13.17,,14.36,,8.68,47.45,,-16.45,,27.42,,,,,,,,,,,,,,,,2,1,4.58,9.46,0,5.86,0,5.19,1.25,1.1,0,1.05,0,1.04,1.06,1.13,0,1.22,0,0.88,82.29,63.2,0,62.13,0,72.67,23.36,15.69,0,15.41,0,20.82,0.48,0.86,0,0.95,0,0.48,7.13,11.9,0,13.74,0,7.7
SOIL,Global X Fertilizers/Potash ETF,Global X Funds,2011/5/25,Natural Resources,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Solactive Global Fertilizersu002FPotash Total Return Index. The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is designed to track the performance of the largest listed companies globally that are active in some aspect of the fertilizeru002Fpotash industry. The fund is non-diversified.",Value,Medium,USD,0.7,0.48,99.83,0,17.05,0.97,0.46,4.41,84.43,0,0,0,7.35,0,0,0,0,8.22,0,,,,,,,,,,7370000,1.17,"SiteOne Landscape Supply Inc: 5.54, The Mosaic Co: 5.40, Sociedad Quimica Y Minera De Chile SA ADR: 5.19, Compass Minerals International Inc: 4.95, K+S AG: 4.91, Yara International ASA: 4.90, CF Industries Holdings Inc: 4.89, Petronas Chemicals Group Bhd: 4.89, OCI NV: 4.75, Wilmar International Ltd: 4.71",-19.49,20.41,-2.53,0.47,15.76,5.46,-23.61,22.79,-7.46,-1.54,-7.63,3.2,,3.69,0.34,,-14.04,,18.36,,2.22,,-10.72,-19.13,-5.71,-7.99,-17.16,0.42,15.05,9.46,,,,,4,4,-13.69,-7.11,-14,-9.35,0,-0.04,1.12,1.32,1.11,1.33,0,1.28,-0.48,0.03,-0.5,0.42,0,0.59,80.8,61.16,72.16,65.69,0,75.15,20.24,20.01,18.97,20.72,0,25.59,-0.37,0.05,-0.38,0.31,0,0.26,-8.25,-0.95,-7.84,3.06,0,2.49
SOXX,iShares PHLX Semiconductor ETF,iShares,2001/7/10,Technology,The investment seeks to track the investment results of the PHLX Semiconductor Sector Index composed of U.S. equities in the semiconductor sector. The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index measures the performance of U.S.-traded securities of companies engaged in the semiconductor business. The fund is non-diversified.,Blend,Large,USD,0.46,0.53,99.86,0,27.98,5.54,5.5,16.51,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,3610000000,1.05,"Qualcomm Inc: 8.29, Texas Instruments Inc: 8.14, Broadcom Inc: 8.06, NVIDIA Corp: 7.50, Intel Corp: 6.96, Micron Technology Inc: 4.43, NXP Semiconductors NV: 4.30, Taiwan Semiconductor Manufacturing Co Ltd ADR: 4.24, Lam Research Corp: 4.07, Analog Devices Inc: 4.06",22.8,11.18,0.29,-2.88,5.59,3.1,37.92,10.77,22.48,13.17,29.4,14.36,21.24,8.68,62.37,,-6.47,,39.83,,38.41,,-2.06,4.5,29.89,14.22,41.25,34.51,6.73,10.58,-10.47,-9.19,14.2,19.09,11,7,15.42,9.46,17.67,5.86,11.63,5.19,1.23,1.1,1.25,1.05,1.16,1.04,1.95,1.13,2.37,1.22,1.79,0.88,70.3,63.2,64.58,62.13,60.69,72.67,24.97,15.69,21.95,15.41,20.41,20.82,0.88,0.86,1.24,0.95,1.02,0.48,16.86,11.9,22.59,13.74,17.8,7.7
SPAB,SPDR Portfolio Aggregate Bond ETF,SPDR State Street Global Advisors,2007/5/23,Intermediate-Term Bond,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the Bloomberg Barclays U.S. Aggregate Bond Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of the U.S. dollar denominated investment grade bond market.",,,USD,0.04,0.23,0,95.1,,,,,,,,,,,,,,,,0,69.69,3.31,11.98,15.02,0,0,0,0,5460000000,2.56,"State Street Instl Liquid Reserves Prem: 4.20, United States Treasury Bonds 4.62%: 1.37, United States Treasury Notes 1.12%: 0.58, United States Treasury Notes 1.38%: 0.54, United States Treasury Notes 0.25%: 0.48, Federal Home Loan Banks 2.5%: 0.46, Federal National Mortgage Association 2.5%: 0.46, United States Treasury Notes 0.62%: 0.40",6.03,5.85,-0.59,0.06,-1.5,0.82,5.95,5.18,4.92,3.78,3.92,2.86,3.44,4.65,8.73,,-0.14,,3.51,,2.57,,0.5,0.41,5.84,5.68,-2.08,-1.86,3.94,5.87,7.62,6.21,6.66,7.43,10,2,-0.13,0.01,-0.11,-0.04,-0.11,-0.18,1.01,0.94,1.01,0.94,1,1.01,0.41,0.31,0.33,0.24,0.29,0.38,99.89,90.34,99.92,92.21,99.91,99.08,3.43,2.56,3.2,2.6,2.98,3.26,0.98,1.45,0.88,1.08,0.95,1.15,3.34,4.05,2.8,3.02,2.82,3.77
SPBO,SPDR Portfolio Corporate Bond ETF,SPDR State Street Global Advisors,2011/4/6,Corporate Bond,"The investment seeks investment results that, before fees and expenses, correspond generally to the price and yield performance of an index that tracks the Bloomberg Barclays U.S. Corporate Bond Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of the investment grade corporate bond market.",,,USD,0.06,0.17,0,97.1,,,,,,,,,,,,,,,,0,1.52,6.46,41.19,50.84,0,0,0,0,274910000,2.99,"Wells Fargo & Company 4.65%: 0.37, Amazon.com, Inc. 4.05%: 0.34, Morgan Stanley 6.38%: 0.33, Barclays PLC 4.61%: 0.27, Goldman Sachs Group, Inc. 3%: 0.27, General Electric Company 6.88%: 0.25, HSBC Holdings plc 6.5%: 0.25, Shell International Finance B.V. 4%: 0.25, Bank of America Corporation 6.11%: 0.23, Comcast Corporation 4.75%: 0.23",6.44,7.63,-0.4,-0.11,-2.11,1.14,7.3,7.09,6.36,4.99,5.6,4.96,,6.03,14.76,,-2.31,,5.8,,5.4,,-1.08,0.02,7.07,6.69,-1.23,-1.63,8.32,9.69,,,,,5,3,-0.37,0.37,0.55,0.54,0,-1.85,1.52,1.15,1.39,1.46,0,1.82,0.54,0.41,0.48,0.42,0,0.51,55.71,73.11,58.28,67.18,0,67.47,6.88,3.47,5.72,4.64,0,7.1,0.7,1.43,0.8,1.13,0,0.74,3.14,4.51,3.26,4.08,0,2.85
SPDV,AAM S&P 500 High Dividend Value ETF,AAM,2017/11/28,Large Value,"The investment seeks to track the total return performance, before fees and expenses, of the S&P 500 Dividend and Free Cash Flow Yield Index (the ""index""). Under normal circumstances, at least 80% of the fund's total assets (exclusive of any collateral held from securities lending) will be invested in the component securities of the index. The index is a rules-based, equal-weighted index that is designed to provide exposure to the constituents of the S&P 500 Index that exhibit both high dividend yield and sustainable dividend distribution characteristics, while maintaining diversified sector exposure.",Value,Large,USD,0.29,0.34,99.63,0,13.95,1.58,0.81,7.11,5.62,12.18,9.79,9.28,6.75,9.96,9.48,9.14,7.79,10.45,9.57,,,,,,,,,,23790000,5.06,"United Parcel Service Inc Class B: 2.46, Comerica Inc: 2.25, Regions Financial Corp: 2.25, International Paper Co: 2.23, Cummins Inc: 2.16, ViacomCBS Inc Class B: 2.14, Best Buy Co Inc: 2.13, Broadcom Inc: 2.11, Packaging Corp of America: 2.06, Public Service Enterprise Group Inc: 2.06",-20.45,10.9,-1.43,-0.1,0.44,3.26,-16.71,17.04,,10.53,,15.36,,6.55,20.52,,-6.12,,,,,,,,,,,,,,,,,,1,1,0,0.43,0,0.71,0,-0.34,0,0.91,0,0.9,0,0.97,0,0.88,0,1.25,0,0.64,0,86.29,0,84.94,0,88.42,0,10.58,0,10.81,0,15.87,0,1,0,1.38,0,0.43,0,11.86,0,17.48,0,5.97
SPDW,SPDR Portfolio Developed World ex-US ETF,SPDR State Street Global Advisors,2007/4/20,Foreign Large Blend,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Developed Ex-U.S. BMI Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a market capitalization weighted index designed to define and measure the investable universe of publicly traded companies domiciled in developed countries outside the United States.",Blend,Large,USD,0.04,0.37,99.89,0,19.19,1.48,0.99,8.86,8.31,10.34,15,3.83,9.98,12.41,3.42,6.42,3.44,15.64,11.23,,,,,,,,,,7660000000,2.51,"Nestle SA: 1.69, Samsung Electronics Co Ltd GDR: 1.39, Roche Holding AG Dividend Right Cert.: 1.26, Novartis AG: 1.05, ASML Holding NV: 0.86, Toyota Motor Corp: 0.85, AstraZeneca PLC: 0.75, LVMH Moet Hennessy Louis Vuitton SE: 0.65, SAP SE: 0.61, SoftBank Group Corp: 0.60",-8.74,4.11,-3.28,1.28,-0.07,5.62,-4.37,8.19,-0.62,0.78,3.73,7.15,4.01,1.76,22.26,,-14.23,,25.56,,2.89,,-1.8,-2.56,-4.05,-3.5,19.52,18.48,16.92,16.79,-12.2,-13.91,10.37,10.55,7,5,-0.51,0.72,-0.58,1.34,0.62,-0.3,0.98,1.01,0.98,0.95,0.98,0.96,0.05,0.14,0.38,0.66,0.42,0.3,97.92,91.75,97.74,93.83,98.21,93.95,16.12,13.42,14.06,13.95,14.52,19.03,-0.06,0.15,0.24,0.57,0.3,0.14,-2.3,1.18,2.47,7.64,3.48,0.97
SPEM,SPDR Portfolio Emerging Markets ETF,SPDR State Street Global Advisors,2007/3/19,Diversified Emerging Mkts,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Emerging BMI Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a market capitalization weighted index designed to define and measure the investable universe of publicly traded companies domiciled in emerging markets.",Blend,Large,USD,0.11,0.56,99.24,0,16.36,1.76,1.2,9.56,7.27,18.42,19.06,2.81,6.73,4.86,2.01,13.33,5.03,5.77,14.7,,,,,,,,,,4420000000,2.77,"Alibaba Group Holding Ltd ADR: 7.68, Tencent Holdings Ltd: 6.24, Taiwan Semiconductor Manufacturing Co Ltd: 4.09, Meituan: 2.15, Reliance Industries Ltd ADR: 1.30, Naspers Ltd Class N: 1.23, JD.com Inc ADR: 1.07, China Construction Bank Corp Class H: 1.01, HDFC Bank Ltd: 0.95, Ping An Insurance (Group) Co. of China Ltd Class H: 0.94",-0.67,14.83,1.23,1.01,2.81,7.04,6.65,15.54,2.22,-2.18,7.97,1.65,2.5,3.59,18.97,,-13.06,,34.49,,11.19,,-15.21,-16.23,1.25,-3.81,-1.68,-3.1,16.84,17.25,-19,-19.49,18.13,21.08,7,5,2.96,-1.88,3.45,-4.3,-0.72,2.04,1.07,1.1,1.08,1.09,1.07,1.18,0.34,-0.07,0.75,0.27,0.34,0.55,87.26,68.99,83.34,75.69,83.25,84.99,18.59,16.8,16.8,17.83,17.29,24.73,0.13,-0.06,0.46,0.18,0.2,0.24,0.74,-2.11,6.16,1.47,1.81,2.33
SPEU,SPDR Portfolio Europe ETF,SPDR State Street Global Advisors,2002/10/15,Europe Stock,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the STOXX Europe Total Market Index. Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. It employs a sampling strategy, which means that the fund is not required to purchase all of the securities represented in the index. The index is a free-float market capitalization weighted index designed to provide a broad representation of publicly traded Western European companies.",Blend,Large,USD,0.09,0.44,99.49,0,18.86,1.58,1.16,8.9,8.87,9.78,14.12,2.57,13.41,15.22,4.61,5.4,3.62,14.96,7.45,,,,,,,,,,127030000,2.53,"Nestle SA: 3.40, Roche Holding AG Dividend Right Cert.: 2.37, Novartis AG: 2.01, ASML Holding NV: 1.62, AstraZeneca PLC: 1.38, LVMH Moet Hennessy Louis Vuitton SE: 1.30, Linde PLC: 1.27, SAP SE: 1.22, Novo Nordisk A/S B: 1.13, Sanofi SA: 1.08",-13.23,,-5.67,0.72,-4.23,5.55,-7.8,3.94,-1.5,0.3,1.65,8.18,2.57,1.23,26.02,,-14.35,,23.67,,-2.31,,-4.38,0.91,-6.68,-4.9,22.37,26.83,14.78,20.74,-7.97,-16.97,-3.54,5.53,10,7,-1.09,0.41,-2.46,2.25,-0.71,-0.65,1,1.03,0.99,0.99,1.02,1.07,0,0.12,0.22,0.76,0.32,0.3,92.88,77.47,88.8,81.23,89.07,90.5,16.97,14.89,14.89,15.69,15.9,21.6,-0.09,0.09,0.1,0.57,0.2,0.13,-2.97,0.63,0.4,8.36,1.94,0.38
SPGM,SPDR Portfolio MSCI Global Stock Market ETF,SPDR State Street Global Advisors,2012/2/27,World Stock,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the MSCI ACWI IMI Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a free float-adjusted market capitalization-weighted index that is designed to measure the combined equity market performance of developed and emerging markets.",Blend,Large,USD,0.09,0.4,99.85,0,21.99,2.26,1.51,11.53,4.38,11.97,13.63,3.47,7.48,12.91,2.25,9.81,2.67,11.53,19.91,,,,,,,,,,408210000,2.07,"Apple Inc: 3.73, Microsoft Corp: 3.25, Amazon.com Inc: 2.47, Alphabet Inc Class C: 1.12, Alibaba Group Holding Ltd ADR: 1.11, Alphabet Inc A: 1.07, Facebook Inc A: 1.05, Tencent Holdings Ltd: 0.93, Visa Inc Class A: 0.93, Taiwan Semiconductor Manufacturing Co Ltd ADR: 0.89",-1.45,10.42,-2.89,0.78,1.06,4.75,4.68,15.14,5.36,4.78,7.9,8.77,,2.52,26.37,,-9.55,,23.98,,8.83,,-1.68,-5.49,5.71,2.66,23.46,19.6,,,,,,,5,2,5.62,4.54,3.9,3.23,0,0.43,1.03,0.92,0.96,0.87,0,0.85,0.56,0.45,0.75,0.77,0,0.33,94.3,87.26,91.66,89.84,0,90.95,17.17,12.44,14.25,13.12,0,17.05,0.3,0.46,0.54,0.72,0,0.18,3.72,5.66,7.32,10.19,0,2.04
SPGP,Invesco S&P 500 GARP ETF,Invesco,2011/6/16,Large Growth,"The investment seeks to track the investment results (before fees and expenses) of the S&P 500 GARP Index (the ""underlying index""). The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, the index provider compiles, maintains and calculates the underlying index, which is designed to track the performance of approximately 75 growth stocks in the S&P 500 Index that exhibit quality characteristics and have attractive valuation.",Blend,Large,USD,0.34,0.39,99.97,0,17.4,2.36,1.67,13.58,2.23,10.35,28.61,1.09,1.32,14.99,0,7.96,0,15.39,18.06,,,,,,,,,,191390000,1.38,"Align Technology Inc: 3.30, SVB Financial Group: 2.64, Quanta Services Inc: 2.42, Facebook Inc A: 2.34, Paycom Software Inc: 2.30, Adobe Inc: 2.11, Lam Research Corp: 1.84, Progressive Corp: 1.82, Abiomed Inc: 1.81, Copart Inc: 1.73",-3.83,4.8,0.52,0.31,3.51,5.11,3.57,12.42,11.87,11.46,12.94,17.05,,9.48,39.29,,1.81,,35.83,,-0.49,,6.19,3.98,15.95,14.09,29.43,36.02,16.6,16.4,,,,,7,1,0.38,-0.19,-0.15,-0.12,0,1.99,1.18,1.05,1.17,1.05,0,1.04,1.14,0.97,1.16,1.38,0,0.88,90.82,89.09,88.62,90.29,0,91.36,22.15,12.1,18.24,12.36,0,16.71,0.55,0.96,0.7,1.34,0,0.58,8.67,10.86,10.05,16.11,0,8.25
